name,age,size,color,breed
Hkpyge,12,90,blue,Ukrainian Ironbelly
Dvg,13,55,blue,Hebridean Black
Dcsvejy,16,54,red,Hungarian Horntail
Osfp,3,12,blue,Common Welsh Green
Vipp,11,83,white,Swedish Short-Snout
Ied,15,73,red,Ukrainian Ironbelly
Xrsqhee,0,47,black,Swedish Short-Snout
Qhi,14,58,black,Romanian Longhorn
Sobbtjj,1,21,blue,Antipodean Opaleye
Kommqu,3,77,black,Hungarian Horntail
Cfcrsyv,7,99,red,Antipodean Opaleye
Ivoeya,17,3,blue,Chinese Fireball
Fhqwf,0,49,white,Peruvian Vipertooth
Kiatu,8,45,blue,Hebridean Black
Ujupro,17,94,red,Antipodean Opaleye
Svll,19,80,white,Chinese Fireball
Ggap,8,87,red,Common Welsh Green
Dqr,13,24,blue,Common Welsh Green
Hlvw,6,86,blue,Romanian Longhorn
Xkxrbh,3,77,red,Ukrainian Ironbelly
Helnueu,19,51,blue,Antipodean Opaleye
Skotq,3,90,white,Ukrainian Ironbelly
Nxiakx,19,40,blue,Hebridean Black
Anqwa,2,16,black,Peruvian Vipertooth
Wrs,10,28,black,Romanian Longhorn
Ddsfae,12,69,white,Swedish Short-Snout
Mplpjj,5,47,white,Ukrainian Ironbelly
Wimfmnc,7,14,blue,Hungarian Horntail
Rfyg,9,10,white,Ukrainian Ironbelly
Raiyrh,13,7,white,Antipodean Opaleye
Ikc,4,85,blue,Romanian Longhorn
Ferh,11,90,white,Hungarian Horntail
Culpcxp,17,73,red,Ukrainian Ironbelly
Ghog,7,55,red,Romanian Longhorn
Unknv,16,94,white,Hebridean Black
Uuklxeed,7,24,blue,Antipodean Opaleye
Frmlm,7,96,white,Hebridean Black
Ixafwop,14,99,black,Hebridean Black
Bteu,3,11,black,Norwegian Ridgeback
Okhpi,20,91,black,Hebridean Black
Jndrs,0,94,blue,Romanian Longhorn
Xbm,8,86,blue,Antipodean Opaleye
Rmjegs,11,67,red,Hungarian Horntail
Djlbgb,5,24,red,Antipodean Opaleye
Axsc,10,79,black,Hungarian Horntail
Usevf,6,45,red,Hebridean Black
Ityfnmt,6,46,blue,Norwegian Ridgeback
Oqiqnxsg,7,43,red,Swedish Short-Snout
Qvcr,4,83,black,Common Welsh Green
Mlkwug,6,10,red,Antipodean Opaleye
Jvxqi,19,29,black,Antipodean Opaleye
Vurg,18,94,red,Hebridean Black
Rgwowosn,20,54,white,Romanian Longhorn
Iea,17,54,blue,Peruvian Vipertooth
Nhmhhjbr,17,70,white,Antipodean Opaleye
Hbsr,7,28,black,Norwegian Ridgeback
Klfw,1,36,blue,Swedish Short-Snout
Xxiu,5,93,red,Swedish Short-Snout
Qyb,15,12,white,Peruvian Vipertooth
Vonrdwof,4,90,white,Ukrainian Ironbelly
Kvyi,17,94,red,Hungarian Horntail
Viju,17,71,white,Antipodean Opaleye
Ieswnhiv,19,68,red,Antipodean Opaleye
Qnjwav,15,64,red,Hungarian Horntail
Vsykiv,18,3,black,Swedish Short-Snout
Tiqah,14,4,black,Swedish Short-Snout
Rakkpi,20,86,blue,Norwegian Ridgeback
Rvnyf,7,41,black,Chinese Fireball
Tird,9,30,red,Chinese Fireball
Qsb,4,62,black,Chinese Fireball
Qcfjup,5,36,white,Antipodean Opaleye
Bbc,0,73,white,Norwegian Ridgeback
Hypy,2,39,white,Common Welsh Green
Hjcnd,16,68,blue,Ukrainian Ironbelly
Ger,11,31,black,Hungarian Horntail
Giqi,14,2,red,Antipodean Opaleye
Tqfv,14,41,white,Peruvian Vipertooth
Itngb,1,20,blue,Swedish Short-Snout
Twiv,14,2,red,Common Welsh Green
Rorp,9,20,red,Swedish Short-Snout
Vfbxqmhg,20,34,black,Hungarian Horntail
Tcfen,10,77,black,Hebridean Black
Omgik,7,77,blue,Hebridean Black
Skanv,17,86,red,Norwegian Ridgeback
Xdf,3,7,black,Romanian Longhorn
Tgymdkq,4,62,black,Ukrainian Ironbelly
Qqpltklb,4,49,white,Antipodean Opaleye
Dvlubv,11,90,black,Peruvian Vipertooth
Rhthgu,6,11,blue,Ukrainian Ironbelly
Onq,1,60,blue,Swedish Short-Snout
Jyv,16,57,red,Chinese Fireball
Yujfqv,5,42,black,Swedish Short-Snout
Vvtrygvj,14,94,red,Swedish Short-Snout
Ckhxxu,10,57,black,Antipodean Opaleye
Ttlmwh,7,97,red,Norwegian Ridgeback
Trsaybbd,7,57,blue,Swedish Short-Snout
Jgpx,16,66,blue,Peruvian Vipertooth
Orvwx,6,92,blue,Chinese Fireball
Elqvdksf,17,74,red,Hebridean Black
Vlyisapw,7,7,blue,Common Welsh Green
Cyajj,4,77,white,Antipodean Opaleye
Ofr,15,41,white,Norwegian Ridgeback
Srsd,6,33,white,Hungarian Horntail
Utyp,19,46,blue,Romanian Longhorn
Leeyyh,6,81,white,Swedish Short-Snout
Lbjhck,11,73,white,Romanian Longhorn
Sqnyc,12,32,black,Hebridean Black
Etmyvqf,12,51,red,Ukrainian Ironbelly
Pxe,8,54,blue,Chinese Fireball
Eylsnokf,2,77,red,Peruvian Vipertooth
Xgmofdms,4,69,blue,Swedish Short-Snout
Xovmjrra,17,58,black,Common Welsh Green
Vumorfor,15,86,white,Hebridean Black
Rstxk,17,0,black,Swedish Short-Snout
Wtckgol,12,98,blue,Peruvian Vipertooth
Fosqdi,5,40,black,Hebridean Black
Jktxlgw,11,80,black,Ukrainian Ironbelly
Lxnl,18,88,red,Swedish Short-Snout
Xcfdgw,17,20,white,Antipodean Opaleye
Fixdyh,1,66,blue,Hungarian Horntail
Qrdwwmp,18,89,blue,Ukrainian Ironbelly
Uouk,3,77,white,Antipodean Opaleye
Symjwgmh,13,9,black,Swedish Short-Snout
Luhffrow,9,64,white,Common Welsh Green
Rejwns,15,43,black,Romanian Longhorn
Qiqscthh,14,54,black,Antipodean Opaleye
Apeyq,16,18,white,Chinese Fireball
Mvaigef,11,49,blue,Peruvian Vipertooth
Wnpqibq,10,92,red,Swedish Short-Snout
Ndgtcj,18,30,red,Hungarian Horntail
Jun,4,79,white,Peruvian Vipertooth
Wmdeol,19,53,black,Romanian Longhorn
Vsnoiqn,4,35,white,Common Welsh Green
Yahbjsyo,16,50,black,Hebridean Black
Egultpy,0,55,blue,Romanian Longhorn
Bqvstb,8,20,black,Chinese Fireball
Dyfvuqa,9,48,blue,Hebridean Black
Ekvmse,6,53,white,Ukrainian Ironbelly
Udmrnnt,14,54,red,Antipodean Opaleye
Krleihy,1,17,blue,Peruvian Vipertooth
Akwrcof,19,28,white,Romanian Longhorn
Axyiyxkx,5,20,blue,Common Welsh Green
Hqtlka,8,77,red,Swedish Short-Snout
Nmgoc,5,23,black,Romanian Longhorn
Nklfn,11,69,red,Common Welsh Green
Thkhw,18,34,blue,Swedish Short-Snout
Rxyhva,6,27,red,Chinese Fireball
Ihv,20,44,black,Romanian Longhorn
Jqct,7,23,blue,Peruvian Vipertooth
Mugnrioq,12,54,blue,Norwegian Ridgeback
Rdri,13,43,red,Common Welsh Green
Uxjbkydx,3,51,white,Peruvian Vipertooth
Nhmyeseo,0,6,red,Chinese Fireball
Rsjo,13,79,white,Swedish Short-Snout
Tjpl,19,65,black,Norwegian Ridgeback
Cfcku,19,27,red,Swedish Short-Snout
Nxhxsanj,19,58,white,Antipodean Opaleye
Lwpjbk,16,81,red,Antipodean Opaleye
Rvatnkol,16,69,blue,Ukrainian Ironbelly
Baj,3,81,white,Antipodean Opaleye
Vee,10,85,red,Norwegian Ridgeback
Bgte,19,25,black,Swedish Short-Snout
Qfpfr,14,94,white,Romanian Longhorn
Ddov,6,70,black,Swedish Short-Snout
Mxq,3,80,blue,Hebridean Black
Hxhxwyqr,14,39,red,Antipodean Opaleye
Salb,1,43,white,Ukrainian Ironbelly
Gfu,4,25,red,Common Welsh Green
Mfrfriv,0,97,red,Common Welsh Green
Cogdlq,12,86,black,Antipodean Opaleye
Wln,17,6,black,Common Welsh Green
Itxknwud,3,74,blue,Norwegian Ridgeback
Vavt,1,55,black,Norwegian Ridgeback
Uoqyksu,15,14,red,Hungarian Horntail
Yuijfeju,19,78,red,Swedish Short-Snout
Kcfky,5,71,red,Antipodean Opaleye
Uyiitwpu,5,100,blue,Ukrainian Ironbelly
Dxljor,2,8,white,Romanian Longhorn
Pjihdae,20,91,black,Common Welsh Green
Rxyu,5,15,white,Chinese Fireball
Awkpum,1,40,black,Chinese Fireball
Kbvjumkv,11,67,blue,Chinese Fireball
Uijsvr,7,37,black,Peruvian Vipertooth
Paaxgg,19,80,blue,Hungarian Horntail
Cpovq,6,96,black,Chinese Fireball
Kjcfhp,9,56,red,Ukrainian Ironbelly
Vaexot,13,62,blue,Romanian Longhorn
Ierhgen,13,36,white,Hebridean Black
Nqkubki,9,37,red,Chinese Fireball
Fcdxja,3,67,black,Hebridean Black
Awevms,18,73,white,Romanian Longhorn
Psrjnccn,15,61,black,Hungarian Horntail
Kkvropph,3,84,blue,Swedish Short-Snout
Ucjqj,20,62,black,Hebridean Black
Deohmcd,4,44,red,Romanian Longhorn
Cfl,3,51,white,Chinese Fireball
Exdgtot,9,85,black,Antipodean Opaleye
Lfp,9,99,blue,Common Welsh Green
Ncjia,1,73,black,Romanian Longhorn
Gtvbdx,4,14,blue,Romanian Longhorn
Jpuawjlx,0,89,black,Hebridean Black
Xyoabwp,9,80,white,Common Welsh Green
Vpl,12,100,black,Chinese Fireball
Mja,12,48,red,Hebridean Black
Phns,5,6,red,Ukrainian Ironbelly
Wla,13,68,blue,Antipodean Opaleye
Vklt,17,57,white,Hebridean Black
Fxniyav,12,57,white,Norwegian Ridgeback
Sssgxrc,10,87,blue,Hungarian Horntail
Ikuubks,15,3,black,Norwegian Ridgeback
Mtokwru,5,84,black,Ukrainian Ironbelly
Racbsj,2,39,white,Hebridean Black
Gfgey,17,2,red,Common Welsh Green
Jbjekinu,12,32,red,Ukrainian Ironbelly
Nsd,12,20,blue,Romanian Longhorn
Emynpwnm,14,33,white,Antipodean Opaleye
Ibx,2,70,blue,Peruvian Vipertooth
Easdbdq,5,65,black,Peruvian Vipertooth
Nanck,2,97,blue,Ukrainian Ironbelly
Aqlbefbq,17,97,white,Norwegian Ridgeback
Sumuwc,4,9,red,Romanian Longhorn
Miiurd,12,96,red,Hungarian Horntail
Mho,20,10,blue,Antipodean Opaleye
Ergik,17,35,white,Hungarian Horntail
Kswta,9,67,black,Peruvian Vipertooth
Ugjicju,4,20,white,Common Welsh Green
Uypp,15,64,blue,Peruvian Vipertooth
Bisu,15,23,white,Antipodean Opaleye
Rde,11,24,blue,Antipodean Opaleye
Gaxxfygi,7,75,black,Romanian Longhorn
Bbt,10,69,blue,Swedish Short-Snout
Mxxockd,12,10,red,Ukrainian Ironbelly
Ofgcw,14,43,black,Swedish Short-Snout
Uhfcj,14,98,blue,Common Welsh Green
Bhe,11,83,red,Hungarian Horntail
Cfixamlg,0,91,red,Chinese Fireball
Nnujnsm,6,76,black,Hungarian Horntail
Vdit,17,63,black,Hungarian Horntail
Yxkn,11,69,white,Swedish Short-Snout
Caf,1,73,blue,Common Welsh Green
Logp,4,37,blue,Peruvian Vipertooth
Uichm,16,75,red,Norwegian Ridgeback
Kid,10,100,blue,Hungarian Horntail
Picxco,3,82,black,Common Welsh Green
Ideyw,14,6,red,Swedish Short-Snout
Hwvnukvu,6,9,blue,Antipodean Opaleye
Vgvu,0,79,blue,Antipodean Opaleye
Myihor,14,77,red,Antipodean Opaleye
Bawk,12,56,black,Romanian Longhorn
Mnb,15,97,white,Norwegian Ridgeback
Bhdktkbg,14,29,blue,Chinese Fireball
Lya,14,100,red,Ukrainian Ironbelly
Foitsfny,3,59,white,Chinese Fireball
Eraypkdt,6,70,white,Norwegian Ridgeback
Dai,18,32,blue,Hungarian Horntail
Iutnmd,7,48,black,Antipodean Opaleye
Lrf,7,31,black,Antipodean Opaleye
Jdpj,18,7,red,Chinese Fireball
Fhnrfrp,18,15,red,Norwegian Ridgeback
Kjiw,15,27,red,Antipodean Opaleye
Hsbrqlv,2,87,black,Common Welsh Green
Vhowmypw,16,90,blue,Swedish Short-Snout
Qryo,6,4,black,Ukrainian Ironbelly
Anbmk,17,32,black,Hungarian Horntail
Fkemucw,17,63,blue,Ukrainian Ironbelly
Xtmf,2,30,black,Hebridean Black
Jwkvibj,9,66,white,Common Welsh Green
Hmmd,9,15,black,Norwegian Ridgeback
Exybgyk,5,77,blue,Norwegian Ridgeback
Ibhposg,2,32,black,Common Welsh Green
Wrmudf,5,54,red,Ukrainian Ironbelly
Lln,13,25,red,Swedish Short-Snout
Jqm,8,20,red,Romanian Longhorn
Bvhiweka,9,36,red,Swedish Short-Snout
Mpfh,18,50,blue,Romanian Longhorn
Mjuarsx,6,53,white,Swedish Short-Snout
Rjjthuy,4,45,black,Ukrainian Ironbelly
Aiifvaet,3,21,red,Antipodean Opaleye
Wpmvst,15,47,blue,Chinese Fireball
Krgv,16,77,white,Peruvian Vipertooth
Ckkagmy,4,5,black,Romanian Longhorn
Cgrak,2,35,red,Chinese Fireball
Bmmrg,5,48,red,Ukrainian Ironbelly
Algwehgv,16,92,blue,Common Welsh Green
Fcuk,14,45,white,Antipodean Opaleye
Xtfjd,4,74,black,Antipodean Opaleye
Fqjm,13,58,white,Swedish Short-Snout
Tki,2,69,black,Common Welsh Green
Fjqr,6,69,red,Ukrainian Ironbelly
Bbnwy,7,34,white,Swedish Short-Snout
Iovqfqcj,12,62,blue,Hungarian Horntail
Pigy,6,49,white,Peruvian Vipertooth
Wwjxiwgq,6,68,black,Romanian Longhorn
Wknaqe,19,47,white,Swedish Short-Snout
Ipluml,4,33,white,Common Welsh Green
Mkdcuqi,1,82,red,Hungarian Horntail
Rfwiul,14,57,black,Chinese Fireball
Blsplg,14,30,black,Hebridean Black
Hsv,8,55,black,Romanian Longhorn
Gsmus,15,22,blue,Peruvian Vipertooth
Nakeo,14,50,white,Hebridean Black
Dhqaybes,16,68,black,Antipodean Opaleye
Ywpmyh,6,31,black,Ukrainian Ironbelly
Htygcs,3,57,white,Romanian Longhorn
Lirobcs,3,31,white,Hebridean Black
Qllmyru,7,50,blue,Ukrainian Ironbelly
Megqw,11,81,white,Romanian Longhorn
Atoxdqj,12,72,red,Norwegian Ridgeback
Tqogplvu,13,17,blue,Hungarian Horntail
Pitjkjyy,12,25,blue,Antipodean Opaleye
Ipfus,20,26,red,Common Welsh Green
Mimmm,19,79,red,Chinese Fireball
Doe,3,49,blue,Romanian Longhorn
Ieeyxi,14,54,white,Common Welsh Green
Peatekqj,4,30,black,Swedish Short-Snout
Avusgqd,20,30,blue,Common Welsh Green
Vjuhnl,1,72,white,Chinese Fireball
Iysbu,0,17,white,Swedish Short-Snout
Kjyqiym,1,37,black,Chinese Fireball
Coc,5,56,white,Swedish Short-Snout
Mlle,14,32,white,Hungarian Horntail
Fkau,13,74,white,Swedish Short-Snout
Qhb,19,74,black,Common Welsh Green
Kbcmmx,20,15,red,Hungarian Horntail
Aas,15,99,white,Hungarian Horntail
Ktbbemnt,19,61,white,Norwegian Ridgeback
Nxnkpr,11,66,red,Swedish Short-Snout
Notbdv,3,93,white,Peruvian Vipertooth
Jse,11,84,blue,Common Welsh Green
Hepf,12,83,blue,Romanian Longhorn
Xudemudi,2,41,black,Ukrainian Ironbelly
Mmitbky,0,46,blue,Swedish Short-Snout
Kcdbk,17,89,white,Common Welsh Green
Shmm,7,59,black,Ukrainian Ironbelly
Whwgsoqk,17,37,red,Antipodean Opaleye
Wtglttb,11,17,black,Ukrainian Ironbelly
Xycrghm,7,6,black,Ukrainian Ironbelly
Hkyanxv,5,85,white,Swedish Short-Snout
Wssrhcms,9,72,red,Romanian Longhorn
Brdrniip,19,48,red,Swedish Short-Snout
Jlftfw,20,80,black,Romanian Longhorn
Fhwvvj,15,37,blue,Hebridean Black
Scafxtbo,14,45,black,Romanian Longhorn
Axv,20,95,black,Ukrainian Ironbelly
Hdavbepq,9,71,white,Common Welsh Green
Tgovci,11,47,blue,Ukrainian Ironbelly
Jfyrh,13,13,blue,Swedish Short-Snout
Nekam,20,87,red,Antipodean Opaleye
Nmrm,11,5,blue,Romanian Longhorn
Wrd,4,54,red,Peruvian Vipertooth
Ecfd,15,74,blue,Ukrainian Ironbelly
Nvchfja,10,1,blue,Common Welsh Green
Lsmvpnym,3,40,white,Antipodean Opaleye
Nyncdxxs,12,47,red,Chinese Fireball
Yusqik,9,25,black,Common Welsh Green
Sebupgu,5,51,white,Norwegian Ridgeback
Mhin,18,61,blue,Peruvian Vipertooth
Vml,20,100,black,Romanian Longhorn
Jmtswu,4,18,white,Antipodean Opaleye
Lyhcwic,3,80,red,Chinese Fireball
Cwbtxfb,7,12,white,Common Welsh Green
Lkhgo,0,43,black,Norwegian Ridgeback
Inta,8,80,blue,Ukrainian Ironbelly
Gau,4,54,red,Romanian Longhorn
Gghd,7,37,blue,Romanian Longhorn
Ebmoaml,9,83,red,Romanian Longhorn
Gyll,13,35,blue,Peruvian Vipertooth
Cqrel,10,22,white,Hungarian Horntail
Begebso,2,12,red,Ukrainian Ironbelly
Lxwyg,8,88,blue,Hungarian Horntail
Knbgaud,15,40,black,Common Welsh Green
Mcow,16,90,red,Swedish Short-Snout
Bvmpvpjd,17,9,black,Antipodean Opaleye
Tlpe,19,94,black,Peruvian Vipertooth
Rwr,5,87,blue,Hungarian Horntail
Qfb,0,63,black,Hebridean Black
Mmwpw,3,56,black,Norwegian Ridgeback
Pbodun,6,28,red,Swedish Short-Snout
Giovnk,14,5,white,Antipodean Opaleye
Ofn,18,58,black,Chinese Fireball
Qcmq,19,44,red,Hungarian Horntail
Ttckr,18,83,red,Common Welsh Green
Tfnjn,3,97,black,Romanian Longhorn
Aduxwxcu,0,81,red,Hungarian Horntail
Qyjhj,14,25,black,Hungarian Horntail
Lif,15,10,white,Romanian Longhorn
Qwuvay,18,74,black,Norwegian Ridgeback
Ohid,19,4,white,Antipodean Opaleye
Hlogfo,6,80,white,Norwegian Ridgeback
Btr,19,94,white,Peruvian Vipertooth
Eqkdrsq,15,18,blue,Hungarian Horntail
Mgcpiky,5,91,white,Norwegian Ridgeback
Rokaom,16,61,black,Norwegian Ridgeback
Gtwqkf,6,60,black,Chinese Fireball
Bwqlmn,6,39,black,Antipodean Opaleye
Hgbanb,18,12,black,Common Welsh Green
Iyot,14,11,blue,Romanian Longhorn
Euoogxp,1,10,white,Hebridean Black
Qtpgmdrj,2,55,white,Common Welsh Green
Fva,7,92,white,Hungarian Horntail
Vno,5,30,white,Chinese Fireball
Scma,18,74,blue,Hungarian Horntail
Ksq,6,44,red,Romanian Longhorn
Vhvcv,15,4,red,Peruvian Vipertooth
Ioyl,4,38,black,Common Welsh Green
Mkmx,5,79,blue,Hebridean Black
Accptybr,6,8,red,Antipodean Opaleye
Ygtiovf,20,93,white,Hungarian Horntail
Pgyco,8,75,red,Chinese Fireball
Svew,1,35,white,Hebridean Black
Shgs,6,29,white,Norwegian Ridgeback
Xdbrwy,7,62,black,Swedish Short-Snout
Yjl,5,22,white,Hebridean Black
Jmif,14,46,red,Norwegian Ridgeback
Iootuwru,4,61,red,Antipodean Opaleye
Futehgxk,6,97,black,Norwegian Ridgeback
Mfny,17,91,white,Swedish Short-Snout
Bnu,8,6,black,Romanian Longhorn
Koduaj,11,65,black,Ukrainian Ironbelly
Hjrpcskj,16,97,white,Hebridean Black
Fimxparw,4,36,red,Common Welsh Green
Qcgp,4,87,white,Chinese Fireball
Qmpdk,1,100,red,Hebridean Black
Vaqbf,18,75,black,Common Welsh Green
Bvc,11,5,white,Norwegian Ridgeback
Benni,6,65,white,Ukrainian Ironbelly
Fcp,8,94,blue,Antipodean Opaleye
Ksdrt,7,55,blue,Hebridean Black
Jdt,5,38,black,Hebridean Black
Ixbrf,7,22,red,Hebridean Black
Wfld,19,70,white,Hungarian Horntail
Hfoau,1,72,black,Swedish Short-Snout
Hierujyf,9,26,red,Norwegian Ridgeback
Eeleuk,0,74,black,Hungarian Horntail
Mcibbiyu,2,78,blue,Hebridean Black
Wac,7,94,white,Common Welsh Green
Ynlacwdu,14,97,blue,Ukrainian Ironbelly
Pfw,16,78,white,Chinese Fireball
Uim,16,31,blue,Peruvian Vipertooth
Eydpvvt,7,4,white,Peruvian Vipertooth
Yda,17,4,blue,Ukrainian Ironbelly
Eygrvnq,12,0,black,Peruvian Vipertooth
Fxjdvetk,3,62,white,Romanian Longhorn
Lyinbg,3,94,red,Ukrainian Ironbelly
Gxlwj,18,78,red,Chinese Fireball
Tovch,16,32,red,Peruvian Vipertooth
Gkryib,16,86,black,Antipodean Opaleye
Dcidyx,15,91,white,Peruvian Vipertooth
Ugdyekqp,19,23,white,Hebridean Black
Elvfwfji,20,86,white,Chinese Fireball
Brbtkiun,3,67,white,Norwegian Ridgeback
Yqpxtpra,3,80,blue,Romanian Longhorn
Srvkrao,11,37,white,Antipodean Opaleye
Xdjybya,13,21,white,Hungarian Horntail
Sicxkkog,12,70,blue,Peruvian Vipertooth
Mxwnimm,19,37,red,Peruvian Vipertooth
Txmwxa,18,47,red,Chinese Fireball
Jrxmds,15,25,red,Chinese Fireball
Fdwda,8,52,red,Norwegian Ridgeback
Exrpeuc,16,100,blue,Chinese Fireball
Ludqj,17,17,white,Hebridean Black
Bdgvl,16,53,red,Romanian Longhorn
Koqk,20,79,red,Hungarian Horntail
Ekujvhi,16,28,black,Swedish Short-Snout
Bjdqgkve,7,73,blue,Norwegian Ridgeback
Avht,0,23,black,Common Welsh Green
Iog,3,45,blue,Hebridean Black
Ejt,20,85,blue,Peruvian Vipertooth
Xbmlpp,13,76,white,Common Welsh Green
Lljcjkef,9,66,blue,Chinese Fireball
Ckyxtp,15,43,blue,Hungarian Horntail
Tsn,13,34,blue,Peruvian Vipertooth
Oxvlv,2,94,black,Swedish Short-Snout
Uwhq,5,42,black,Hebridean Black
Qjdlvyey,0,67,black,Hebridean Black
Ryvur,0,15,white,Norwegian Ridgeback
Skjgm,0,90,black,Chinese Fireball
Mdjp,16,47,red,Peruvian Vipertooth
Ejjijge,3,30,white,Hungarian Horntail
Pln,6,99,black,Peruvian Vipertooth
Ryctp,6,91,black,Norwegian Ridgeback
Aeni,3,36,red,Swedish Short-Snout
Klcnuk,16,64,blue,Antipodean Opaleye
Wgixg,7,2,black,Common Welsh Green
Fklnt,8,99,red,Swedish Short-Snout
Qtgn,15,91,white,Chinese Fireball
Pthak,20,70,black,Hebridean Black
Fvusemns,4,70,black,Romanian Longhorn
Pcawuf,17,56,red,Common Welsh Green
Sifflv,7,74,white,Hebridean Black
Fquyfwp,16,24,white,Common Welsh Green
Lkptls,12,27,blue,Norwegian Ridgeback
Hbuflerm,4,35,black,Chinese Fireball
Wtcrbbpe,8,91,red,Hungarian Horntail
Ylyfmu,1,88,red,Peruvian Vipertooth
Jmilacj,0,63,blue,Swedish Short-Snout
Gke,5,12,white,Norwegian Ridgeback
Fmcxdmyb,18,71,black,Romanian Longhorn
Kmykyj,15,53,white,Hungarian Horntail
Qism,17,70,white,Hebridean Black
Wlqyvr,1,50,black,Chinese Fireball
Qhhjngjl,16,19,red,Swedish Short-Snout
Iejmi,20,78,red,Hungarian Horntail
Cysgob,13,68,red,Hungarian Horntail
Tbft,20,53,blue,Hebridean Black
Beve,6,65,black,Swedish Short-Snout
Kpwdcebd,0,60,black,Chinese Fireball
Ncqfmrk,17,59,blue,Hebridean Black
Svifqg,15,10,blue,Hebridean Black
Kpunsnyq,11,94,black,Peruvian Vipertooth
Kxapuumv,8,93,white,Hungarian Horntail
Oehepxom,11,85,white,Common Welsh Green
Tgfo,12,64,blue,Norwegian Ridgeback
Hgd,18,27,red,Peruvian Vipertooth
Xbo,18,62,blue,Ukrainian Ironbelly
Fnmgxe,2,74,white,Peruvian Vipertooth
Ort,8,61,white,Common Welsh Green
Cvdho,2,30,white,Hungarian Horntail
Qgbe,12,88,black,Peruvian Vipertooth
Pwmowwvr,6,35,red,Peruvian Vipertooth
Dhsfmgft,18,54,white,Swedish Short-Snout
Icy,7,90,blue,Hebridean Black
Qwtyx,18,26,black,Swedish Short-Snout
Mks,9,76,white,Antipodean Opaleye
Txriapo,2,7,black,Chinese Fireball
Yignrro,19,90,red,Antipodean Opaleye
Dngf,17,82,white,Romanian Longhorn
Bgf,8,37,blue,Common Welsh Green
Cfhih,10,34,black,Swedish Short-Snout
Vpivhjsh,13,67,blue,Chinese Fireball
Jegxtibw,3,13,white,Antipodean Opaleye
Ctucrx,9,74,black,Peruvian Vipertooth
Aotvexo,20,78,white,Antipodean Opaleye
Xwaxsvqt,13,44,white,Antipodean Opaleye
Dfx,8,93,red,Norwegian Ridgeback
Sek,20,12,red,Norwegian Ridgeback
Rdxxep,4,27,blue,Ukrainian Ironbelly
Drc,16,21,blue,Common Welsh Green
Ioxqdt,14,99,white,Norwegian Ridgeback
Mfutw,4,8,black,Hebridean Black
Gpufub,2,41,blue,Hebridean Black
Kcf,14,33,blue,Swedish Short-Snout
Reire,1,91,white,Antipodean Opaleye
Fgdtbpx,1,52,blue,Antipodean Opaleye
Nkj,5,84,black,Ukrainian Ironbelly
Hrdv,1,42,red,Hebridean Black
Dnxiw,8,87,white,Common Welsh Green
Fvxqgyak,3,79,black,Ukrainian Ironbelly
Aodc,7,5,red,Common Welsh Green
Otplnglf,13,87,black,Peruvian Vipertooth
Sdao,15,6,blue,Ukrainian Ironbelly
Ogsrpa,16,86,white,Hebridean Black
Fghmk,20,61,white,Hebridean Black
Vmo,6,62,white,Antipodean Opaleye
Ervyxg,17,35,blue,Antipodean Opaleye
Hehi,1,37,white,Antipodean Opaleye
Wku,16,34,blue,Hungarian Horntail
Qaihpt,10,52,black,Norwegian Ridgeback
Debsqae,7,11,black,Common Welsh Green
Relyh,10,60,red,Ukrainian Ironbelly
Scfu,18,25,white,Swedish Short-Snout
Pnyj,1,47,red,Norwegian Ridgeback
Qluyf,3,9,black,Common Welsh Green
Xvhht,0,67,red,Swedish Short-Snout
Reu,9,93,black,Hebridean Black
Pavjnfx,10,100,red,Common Welsh Green
Qtes,20,27,red,Antipodean Opaleye
Tiuiej,13,16,black,Chinese Fireball
Mubqny,3,67,red,Ukrainian Ironbelly
Cksj,2,86,white,Common Welsh Green
Aqgqi,9,67,black,Peruvian Vipertooth
Xjymwqk,19,75,blue,Chinese Fireball
Xyokqbsj,16,28,blue,Norwegian Ridgeback
Echq,4,19,white,Hungarian Horntail
Alwdlo,3,7,black,Chinese Fireball
Hnxobv,3,76,blue,Ukrainian Ironbelly
Sfg,9,9,white,Ukrainian Ironbelly
Holys,8,77,red,Antipodean Opaleye
Mfexgb,11,35,white,Peruvian Vipertooth
Ukaxmo,1,75,white,Ukrainian Ironbelly
Tvwytji,17,14,white,Chinese Fireball
Qikihaqj,19,55,black,Norwegian Ridgeback
Uvjvjoc,8,8,black,Hebridean Black
Swnjuwsc,1,68,black,Romanian Longhorn
Ywktugla,14,24,blue,Ukrainian Ironbelly
Axoebq,17,16,white,Chinese Fireball
Eompboqp,19,17,red,Antipodean Opaleye
Kjuohrn,6,61,blue,Norwegian Ridgeback
Tfat,19,43,blue,Romanian Longhorn
Ueeuew,15,95,red,Hebridean Black
Wbgnfr,2,64,red,Peruvian Vipertooth
Qck,3,88,black,Antipodean Opaleye
Hiqyoi,10,64,white,Antipodean Opaleye
Ybcifc,5,0,white,Peruvian Vipertooth
Eij,10,72,blue,Hungarian Horntail
Lhcuefv,14,55,blue,Hebridean Black
Yqaloa,17,18,red,Romanian Longhorn
Onmyffp,18,58,white,Common Welsh Green
Jhykbh,11,66,red,Common Welsh Green
Atetjw,0,67,black,Swedish Short-Snout
Bnuir,2,78,red,Norwegian Ridgeback
Lvj,13,40,red,Swedish Short-Snout
Rahs,8,66,blue,Common Welsh Green
